CAS #,X1sol/T,Mor13v/T,H050/T,R5v/T,TO..Cl/T,HATS5v/T,RDF035m/T,RCl/T,nCOOR/T,Mor15u/T,RDF90m/T,1/T
000129-00-0,0.026607412,-0.003669294,0,0.000184471,0,0.000727822,0.00487674,0.004762703,0,0.002290793,0,0.003354016
000129-00-0,0.029042651,-0.004005125,0,0.000201355,0,0.000794435,0.005323083,0.005198609,0,0.002500458,0,0.003660992
000129-00-0,0.028016952,-0.003863676,0,0.000194243,0,0.000766378,0.005135087,0.00501501,0,0.002412149,0,0.003531697
000129-00-0,0.027061231,-0.003731878,0,0.000187617,0,0.000740235,0.004959918,0.004843937,0,0.002329865,0,0.003411223
000129-00-0,0.026168563,-0.003608775,0,0.000181428,0,0.000715817,0.004796305,0.00468415,0,0.00225301,0,0.003298697
000129-00-0,0.025332908,-0.003493533,0,0.000175635,0,0.000692959,0.004643142,0.004534568,0,0.002181063,0,0.003193358
001634-04-4,0.008589636,0.000167701,0,0.000150931,0,0.00034211,0.00243837,0,0,0.000285091,0,0.003354016
000319-88-0,0.015421768,-0.000972665,0,6.71E-05,0,0.00030857,0.005872883,0.004695623,0,0.001093409,0,0.003354016
000127-18-4,0.0127352,0.000744592,0,0,0,0,0,0,0,-0.000664095,0,0.003354016
000056-23-5,0.010062049,0.000774778,0,0,0,0,0,0,0,8.39E-05,0,0.003354016
000109-99-9,0.008385041,0.000150931,0,0,0,0,1.01E-05,0,0,0.001422103,0,0.003354016
000142-68-7,0.010062049,0.000194533,0,4.02E-05,0,0.000147577,0.001838001,0,0,-0.000711051,0,0.003354016
000108-88-3,0.011383532,-0.000446084,0,0.000120745,0,0.000385712,0.00127788,0.004695623,0,3.69E-05,0,0.003354016
000057-74-9,0.034442395,-0.000328694,0,0.000788194,0,0.001613282,0.083394265,0,0,-0.001405333,0,0.003354016
000057-74-9,0.036918929,-0.000352328,0,0.000844868,0,0.001729283,0.089390617,0,0,-0.001506381,0,0.003595182
000057-74-9,0.036266996,-0.000346106,0,0.000829949,0,0.001698746,0.087812114,0,0,-0.001479781,0,0.003531697
000057-74-9,0.035637689,-0.000340101,0,0.000815547,0,0.001669269,0.086288391,0,0,-0.001454104,0,0.003470415
000057-74-9,0.035029848,-0.0003343,0,0.000801637,0,0.001640798,0.084816647,0,0,-0.001429302,0,0.003411223
039765-80-5,0.036843871,0.001613282,0,0.000613785,0,0.002411538,0.143894013,0,0,0.000580245,0,0.003354016
039765-80-5,0.039493079,0.001729283,0,0.000657918,0,0.002584936,0.154240518,0,0,0.000621967,0,0.003595182
039765-80-5,0.038122506,0.001669269,0,0.000635086,0,0.002495228,0.148887732,0,0,0.000600382,0,0.003470415
039765-80-5,0.037472284,0.001640798,0,0.000624254,0,0.002452669,0.146348286,0,0,0.000590142,0,0.003411223
039765-80-5,0.035648223,0.001560928,0,0.000593867,0,0.002333279,0.139224404,0,0,0.000561415,0,0.003245173
000103-30-0,0.02330706,-0.001797753,0,9.73E-05,0,0.000241489,0.002874392,0.004896864,0,3.35E-06,0.000798256,0.003354016
000067-66-3,0.008713735,0.000546705,0,0,0,0,0,0,0,0.000281737,0,0.003354016
